meeting_date,hawkishness_im,uncertainty_im,dissent_detected,fg_type,fg_direction,inflation_outlook,growth_prospects,labor_market,speech_hawkishness,agg_econ_index,expected_change_bp,entropy,modal_outcome,hawkishness_index_ii,policy_uncertainty,p_hold,dfr_actual_bp,dfr_surprise_mech,dfr_surprise_sal,dfr_surprise_norm,dfr_direction,mro_surprise_mech
2014-08-07,-0.85,0.55,False,Delphic,hold,-0.3376923076923077,-0.17846153846153842,-0.10692307692307691,-0.2433,-0.2438,-2.5675,0.3276,hold,-0.0513,0.2035,0.9194,0.0,2.5675,0.084,0.6795,no_surprise,2.5675
2014-09-04,-0.8,0.6,False,Delphic,hold,-0.23255813953488372,-0.2238372093023256,-0.11395348837209301,-0.87,-0.2062,-1.935,0.2724,hold,-0.0387,0.1693,0.9226,-10.0,-8.065,0.0806,-1.8489,dovish_surprise,-8.065
2014-10-02,-0.9,0.7,True,Delphic,hold,-0.24933333333333332,-0.11333333333333333,-0.08600000000000001,-0.3833,-0.1759,-1.86,0.2649,hold,-0.0372,0.1646,0.9256,0.0,1.86,0.0773,0.2638,no_surprise,1.86
2014-11-06,-0.9,0.5,False,Delphic,cut,-0.31437499999999996,-0.279375,-0.085625,-0.557,-0.2581,-11.575,0.863,hold,-0.2315,0.5362,0.661,0.0,11.575,0.414,1.5724,hawkish_surprise,11.575
2014-12-04,-0.85,0.75,False,Odyssean,cut,-0.30367647058823527,-0.2647058823529412,-0.11544117647058823,-0.4706,-0.2543,-13.84,0.9357,hold,-0.2768,0.5814,0.5573,0.0,13.84,0.5847,1.8927,hawkish_surprise,13.84
2015-03-05,-0.9,0.35,True,Odyssean,hold,-0.4925,-0.25,-0.1025,-0.61,-0.3417,-1.03,0.1717,hold,-0.0206,0.1067,0.9588,0.0,1.03,0.0421,,no_surprise,1.03
2015-04-15,-0.9,0.4,False,None,ambiguous,-0.5454545454545454,0.006060606060606053,0.06363636363636364,0.0143,-0.2582,-1.8675,0.2656,hold,-0.0374,0.165,0.9253,0.0,1.8675,0.0776,,no_surprise,1.8675
2015-06-03,-0.85,0.4,False,None,ambiguous,-0.42500000000000004,0.031249999999999993,0.17500000000000002,-0.3714,-0.1681,-9.885,0.6711,hold,-0.1977,0.417,0.6046,0.0,9.885,0.5032,,hawkish_surprise,9.885
2015-07-16,-0.25,0.4,False,None,hold,-0.40972222222222227,-0.11250000000000002,-0.008333333333333335,0.0133,-0.2403,-1.5225,0.2294,hold,-0.0304,0.1425,0.9391,0.0,1.5225,0.0628,,no_surprise,1.5225
2015-09-03,-0.65,0.5,False,None,ambiguous,-0.3973684210526316,-0.04473684210526315,0.026315789473684206,0.0,-0.2068,-7.52,0.6634,hold,-0.1504,0.4122,0.7862,0.0,7.52,0.2405,,hawkish_surprise,7.52
2015-10-22,-0.75,0.7,False,None,ambiguous,-0.4233333333333334,-0.13499999999999995,0.05333333333333334,-0.118,-0.2415,-23.87,1.0968,hold,-0.4774,0.6815,0.3619,0.0,23.87,1.0164,,hawkish_surprise,23.87
2015-12-03,-0.8,0.7,False,None,ambiguous,-0.4074074074074074,-0.022222222222222216,-0.014814814814814812,-0.2887,-0.2133,-33.635,0.8676,cut_standard,-0.6727,0.5391,0.0592,-10.0,23.635,2.8268,2.9586,hawkish_surprise,33.635
2016-01-21,-0.8,0.6,False,None,ambiguous,-0.41250000000000003,-0.09107142857142858,-0.06785714285714285,0.0,-0.2471,-32.0025,0.9844,cut_standard,-0.6401,0.6116,0.1274,0.0,32.0025,2.0604,3.4485,hawkish_surprise,32.0025
2016-03-10,-0.85,0.75,False,None,ambiguous,-0.49250000000000005,-0.145,0.09999999999999999,-0.23,-0.2697,-33.3625,0.924,cut_standard,-0.6672,0.5741,0.0861,-10.0,23.3625,2.4522,2.0588,hawkish_surprise,28.3625
2016-04-21,-1.0,0.8,False,Odyssean,cut,-0.4725806451612904,-0.2451612903225806,-0.07258064516129033,-0.466,-0.3244,-11.0175,0.6861,hold,-0.2203,0.4263,0.5593,0.0,11.0175,0.5811,0.9825,hawkish_surprise,11.0175
2016-06-02,-0.1,0.3,False,Delphic,cut,-0.488,-0.26,-0.003999999999999999,-0.165,-0.3228,-11.0575,0.8435,hold,-0.2211,0.5241,0.6331,0.0,11.0575,0.4571,1.036,hawkish_surprise,11.0575
2016-07-21,-0.8,0.4,False,None,cut,-0.4625,-0.140625,0.018749999999999996,-0.1825,-0.2697,-17.7475,0.6022,cut_standard,-0.3549,0.3742,0.2901,0.0,17.7475,1.2375,1.7397,hawkish_surprise,17.7475
2016-09-08,-0.85,0.75,False,Odyssean,hold,-0.3857142857142857,-0.20714285714285716,-0.19142857142857142,0.0,-0.2933,-9.74,0.6686,hold,-0.1948,0.4154,0.6104,0.0,9.74,0.4936,0.9895,hawkish_surprise,9.74
2016-10-20,-0.4,0.7,False,None,ambiguous,-0.3230769230769231,6.4051328343759035e-18,0.09230769230769233,-0.0914,-0.1431,-8.02,0.7103,hold,-0.1604,0.4413,0.7519,0.0,8.02,0.2852,0.8736,hawkish_surprise,8.02
2016-12-08,-0.2,0.5,False,None,ambiguous,-0.33076923076923076,0.04230769230769233,0.01730769230769231,0.0683,-0.1492,-1.775,0.5273,hold,-0.0355,0.3276,0.8428,0.0,1.775,0.171,0.206,no_surprise,1.775
2017-01-19,-0.25,0.7,False,None,ambiguous,-0.19999999999999998,-0.07096774193548386,-0.07096774193548386,0.0,-0.1355,-7.735,0.91,hold,-0.1547,0.5654,0.6719,0.0,7.735,0.3976,0.8334,hawkish_surprise,7.735
2017-03-09,-0.65,0.4,False,None,hold,-0.21842105263157893,0.2236842105263158,0.11842105263157894,0.1362,-0.0184,-1.6125,0.2392,hold,-0.0323,0.1486,0.9355,0.0,1.6125,0.0667,0.1851,no_surprise,1.6125
2017-04-27,-0.1,0.5,False,None,ambiguous,-0.07586206896551723,0.13448275862068967,0.03793103448275863,0.0485,0.01,-0.2275,0.4449,hold,-0.0046,0.2764,0.8998,0.0,0.2275,0.1056,0.0246,no_surprise,0.2275
2017-06-08,-0.3,0.6,True,Delphic,hold,-0.10185185185185185,0.16666666666666666,0.02777777777777777,0.0369,0.0046,1.11,0.1817,hold,0.0222,0.1129,0.9556,0.0,-1.11,0.0454,-0.1166,no_surprise,-1.11
2017-07-20,-0.3,0.6,False,None,ambiguous,-0.2020833333333333,0.3541666666666667,0.11666666666666665,0.21,0.0285,-0.2725,0.3952,hold,-0.0054,0.2456,0.8995,0.0,0.2725,0.1059,0.0286,no_surprise,0.2725
2017-09-07,0.25,0.5,False,Delphic,hold,-0.13333333333333333,0.3261904761904762,0.016666666666666666,0.0933,0.0345,5.5675,0.7501,hold,0.1114,0.4661,0.6873,0.0,-5.5675,0.375,-0.7662,dovish_surprise,-5.5675
2017-10-26,-0.4,0.6,False,None,ambiguous,-0.15,0.3272727272727272,0.11818181818181818,0.0242,0.0468,-5.0,0.7507,hold,-0.1,0.4664,0.7803,0.0,5.0,0.2481,0.7825,no_surprise,5.0
2017-12-14,-0.25,0.4,True,Odyssean,hold,-0.23571428571428574,0.44285714285714295,0.33571428571428574,0.146,0.0821,-0.15,0.3948,hold,-0.003,0.2453,0.8998,0.0,0.15,0.1056,0.0244,no_surprise,0.15
2018-01-25,-0.1,0.4,False,None,ambiguous,-0.008928571428571428,0.44821428571428573,0.21249999999999997,0.0,0.1725,-0.005,0.3944,hold,-0.0001,0.2451,0.9,0.0,0.005,0.1054,0.0008,no_surprise,0.005
2018-03-08,-0.2,0.6,False,Delphic,ambiguous,-0.13,0.5700000000000001,0.5133333333333333,0.1311,0.2087,-0.015,0.639,hold,-0.0003,0.397,0.8,0.0,0.015,0.2231,0.0035,no_surprise,0.015
2018-04-26,-0.03,0.57,False,Delphic,hold,-0.04333333333333333,0.20666666666666664,0.06666666666666667,-0.024,0.0537,-0.275,0.2613,hold,-0.0055,0.1624,0.9418,0.0,0.275,0.06,0.0753,no_surprise,0.275
2018-06-14,-0.23,0.87,False,Odyssean,hold,-0.125,0.195,0.09,0.1675,0.014,0.1625,0.2309,hold,0.0033,0.1435,0.9505,0.0,-0.1625,0.0508,-0.0527,no_surprise,-0.1625
2018-07-26,0.4,0.6,False,None,ambiguous,-0.05666666666666668,0.24000000000000002,0.1766666666666667,0.35,0.079,7.835,0.9374,hold,0.1567,0.5824,0.6662,0.0,-7.835,0.4062,-2.5425,dovish_surprise,-7.835
2018-09-13,-0.3,0.6,False,Odyssean,hold,0.11451612903225807,0.3225806451612903,0.27419354838709675,0.86,0.2089,0.0,-0.0,hold,0.0,-0.0,1.0,0.0,0.0,-0.0,0.0,no_surprise,0.0
2018-10-25,0.08,0.47,True,Odyssean,hold,0.14193548387096774,0.08064516129032258,0.049999999999999996,0.3038,0.1052,-0.155,0.2306,hold,-0.0031,0.1433,0.9506,0.0,0.155,0.0507,0.0506,no_surprise,0.155
2018-12-13,0.25,0.5,False,Delphic,hold,0.10344827586206896,0.28620689655172415,0.2655172413793104,0.0583,0.1907,0.065,0.1127,hold,0.0013,0.07,0.9798,0.0,-0.065,0.0204,-0.0212,no_surprise,-0.065
2019-01-24,-0.75,0.6,False,Delphic,hold,0.03421052631578947,-0.1868421052631579,0.2947368421052632,0.28,0.02,-1.08,0.146,hold,-0.0216,0.0907,0.9723,0.0,1.08,0.0281,0.3526,no_surprise,1.08
2019-03-07,-0.2,0.65,False,Odyssean,hold,-0.4108695652173914,-0.3434782608695652,0.10869565217391304,0.0514,-0.2867,-0.295,0.0641,hold,-0.0059,0.0398,0.9882,0.0,0.295,0.0119,0.0954,no_surprise,0.295
2019-04-10,-0.7,0.8,False,None,ambiguous,-0.2592592592592593,-0.3592592592592592,0.1962962962962963,-0.084,-0.1981,-0.87,0.4039,hold,-0.0174,0.251,0.8947,0.0,0.87,0.1113,0.3218,no_surprise,0.87
2019-06-06,-0.85,0.7,False,Odyssean,hold,-0.11249999999999998,-0.37678571428571433,0.07321428571428572,-0.1206,-0.1546,-4.02,0.464,hold,-0.0804,0.2883,0.8585,0.0,4.02,0.1526,1.7789,no_surprise,4.02
2019-07-25,-0.8,0.6,False,None,ambiguous,-0.3910714285714286,-0.2982142857142857,0.20357142857142854,-0.285,-0.2443,-16.4025,0.9321,cut_standard,-0.3281,0.5791,0.4338,0.0,16.4025,0.8352,6.3711,hawkish_surprise,16.4025
2019-09-12,-0.8,0.7,False,None,ambiguous,-0.22567567567567567,-0.27162162162162157,0.04054054054054054,0.15,-0.1862,-24.7875,0.7997,cut_standard,-0.4958,0.4969,0.1482,-10.0,14.7875,1.9092,2.8205,hawkish_surprise,24.7875
2019-10-24,-0.825,0.7,True,Odyssean,cut,-0.3016666666666667,-0.42166666666666675,0.20666666666666667,-0.2286,-0.236,-26.32,0.7673,cut_standard,-0.5264,0.4768,0.1092,0.0,26.32,2.2146,4.1051,hawkish_surprise,26.32
2019-12-12,-0.2,0.7,False,Delphic,ambiguous,-0.20588235294117646,-0.23529411764705882,0.09411764705882351,-0.1927,-0.1547,-7.6575,0.6917,hold,-0.1532,0.4298,0.7616,0.0,7.6575,0.2723,0.8389,hawkish_surprise,7.6575
2020-01-23,-0.6,0.6,False,None,ambiguous,-0.3342857142857143,-0.26285714285714284,0.18285714285714286,0.0,-0.2094,-6.3175,0.5653,hold,-0.1263,0.3512,0.7473,0.0,6.3175,0.2913,0.6988,hawkish_surprise,6.3175
2020-03-12,-0.7,0.4,False,None,ambiguous,-0.1732142857142857,-0.22142857142857145,0.07142857142857142,-0.1983,-0.1387,-1.72,0.2505,hold,-0.0344,0.1556,0.9312,0.0,1.72,0.0713,0.2117,no_surprise,1.72
2020-04-30,-0.85,0.9,False,None,ambiguous,-0.20789473684210524,-0.35394736842105257,-0.026315789473684206,-0.855,-0.2154,-1.9775,0.2766,hold,-0.0396,0.1719,0.9209,0.0,1.9775,0.0824,0.2464,no_surprise,1.9775
2020-06-04,-0.9,0.95,False,Delphic,ambiguous,-0.5708333333333333,-0.6354166666666666,-0.33749999999999997,-0.608,-0.5435,-10.8225,0.8073,hold,-0.2165,0.5016,0.7072,0.0,10.8225,0.3464,1.367,hawkish_surprise,10.8225
2020-07-16,-0.9,0.8,False,None,ambiguous,-0.5367647058823529,-0.6028571428571428,-0.46911764705882353,-0.7075,-0.5431,-12.4125,0.892,hold,-0.2482,0.5542,0.6406,0.0,12.4125,0.4454,1.6118,hawkish_surprise,12.4125
2020-09-10,-0.8,0.75,False,Delphic,hold,-0.2630952380952381,-0.5154761904761904,-0.2642857142857143,-0.345,-0.339,0.0,-0.0,hold,0.0,-0.0,1.0,0.0,0.0,-0.0,0.0,no_surprise,0.0
2020-10-29,-0.7,0.5,False,None,ambiguous,-0.45135135135135135,-0.6864864864864866,-0.5594594594594594,-0.44,-0.5435,-7.355,0.6059,hold,-0.1471,0.3765,0.7058,0.0,7.355,0.3484,0.9738,hawkish_surprise,7.355
2020-12-10,-0.9,0.8,False,Odyssean,cut,-0.5673076923076923,-0.6499999999999999,-0.4230769230769231,-0.3317,-0.5633,-35.5525,0.8409,cut_standard,-0.7111,0.5225,0.0432,0.0,35.5525,3.1419,4.935,hawkish_surprise,35.5525
2021-01-21,0.0,1.0,False,None,ambiguous,-0.3097560975609756,-0.47317073170731705,-0.3902439024390244,0.0,-0.3749,0.0,-0.0,hold,0.0,-0.0,1.0,0.0,0.0,-0.0,0.0,no_surprise,0.0
2021-03-11,-0.7,0.7,False,Odyssean,hold,-0.35806451612903223,-0.39354838709677403,-0.3548387096774194,-0.4133,-0.3681,-3.6325,0.4145,hold,-0.0726,0.2575,0.8547,0.0,3.6325,0.157,0.3482,no_surprise,3.6325
2021-04-22,0.2,0.5,False,None,ambiguous,-0.09848484848484848,-0.18181818181818182,-0.1727272727272727,-0.4033,-0.1383,0.0,-0.0,hold,0.0,-0.0,1.0,0.0,0.0,-0.0,0.0,no_surprise,0.0
2021-06-10,-0.15,0.5,False,None,hold,0.109375,-0.125,-0.09375,-0.1833,-0.0016,-0.13,0.2337,hold,-0.0026,0.1452,0.9497,0.0,0.13,0.0516,0.0138,no_surprise,0.13
2021-07-22,-0.7,0.5,False,Odyssean,hold,-0.07352941176470588,0.18970588235294117,-0.12058823529411763,0.184,-0.004,-0.565,0.0857,hold,-0.0113,0.0532,0.9855,0.0,0.565,0.0146,0.0586,no_surprise,0.565
2021-09-09,-0.8,0.2,False,None,ambiguous,-0.003750000000000009,0.1025,-0.016249999999999997,0.0,0.0256,-3.9375,0.6517,hold,-0.0788,0.4049,0.8218,0.0,3.9375,0.1963,0.402,no_surprise,3.9375
2021-10-28,0.25,0.5,False,Delphic,hold,0.1088235294117647,0.20735294117647057,0.03970588235294118,-0.0289,0.1246,1.4975,0.5221,hold,0.03,0.3244,0.8469,0.0,-1.4975,0.1662,-0.1539,no_surprise,-1.4975
2021-12-16,0.45,0.55,False,None,ambiguous,0.3842857142857143,0.17,0.10999999999999999,-0.0614,0.2651,0.5,0.3976,hold,0.01,0.247,0.8982,0.0,-0.5,0.1074,-0.0505,no_surprise,-0.5
2022-02-03,0.7,0.8,False,Odyssean,ambiguous,0.3942857142857143,0.027142857142857135,0.14285714285714285,-0.07,0.2339,7.6025,0.6143,hold,0.152,0.3817,0.6959,0.0,-7.6025,0.3625,-0.7642,dovish_surprise,-7.6025
2022-03-10,-0.025,0.65,True,Delphic,hold,0.4382352941176471,0.09852941176470587,0.1426470588235294,0.0556,0.2772,0.6675,0.4844,hold,0.0133,0.301,0.8736,0.0,-0.6675,0.1351,-0.0651,no_surprise,-0.6675
2022-04-14,0.0,0.6,True,Delphic,hold,0.43,-0.25,0.19428571428571428,-0.3794,0.1789,1.2,0.5174,hold,0.024,0.3215,0.8506,0.0,-1.2,0.1618,-0.1167,no_surprise,-1.2
2022-06-09,0.6,0.8,False,None,ambiguous,0.7191176470588235,-0.28823529411764703,0.1485294117647059,0.0667,0.3028,15.87,1.0232,hike_standard,0.3174,0.6357,0.3787,0.0,-15.87,0.971,-1.5439,dovish_surprise,-15.87
2022-07-21,0.85,0.7,False,Delphic,hike,0.6000000000000001,-0.2023255813953488,0.08604651162790698,-0.46,0.2565,32.485,0.7615,hike_standard,0.6497,0.4731,0.0314,50.0,17.515,1.1062,3.4308,hawkish_surprise,17.515
2022-09-08,0.8,0.7,False,None,ambiguous,0.5661764705882353,-0.23235294117647057,0.18823529411764706,-0.72,0.251,33.6275,0.9952,hike_large,0.6725,0.6184,0.1417,75.0,41.3725,0.7199,5.623,hawkish_surprise,41.3725
2022-10-27,0.85,0.4,False,None,ambiguous,0.6678571428571427,-0.4321428571428571,0.2464285714285714,-0.4533,0.2536,33.6975,0.7908,hike_standard,0.6739,0.4914,0.0322,75.0,41.3025,0.9671,3.0236,hawkish_surprise,41.3025
2022-12-15,0.85,0.7,False,None,ambiguous,0.6666666666666666,-0.5216666666666666,0.11333333333333334,-0.495,0.1995,31.14,0.9966,hike_standard,0.6228,0.6192,0.1401,50.0,18.86,0.953,1.0959,hawkish_surprise,18.86
2023-02-02,0.6,0.6,False,None,ambiguous,0.6618421052631579,-0.3960526315789473,0.23947368421052626,-0.55,0.26,18.795,0.9259,hike_standard,0.3759,0.5753,0.2518,50.0,31.205,2.6722,1.7921,hawkish_surprise,31.205
2023-03-16,0.85,0.7,False,None,ambiguous,0.6347826086956522,-0.3086956521739131,0.2565217391304348,0.05,0.2761,35.21,0.996,hike_large,0.7042,0.6188,0.0892,50.0,14.79,0.6216,0.8058,hawkish_surprise,14.79
2023-05-04,0.6,0.75,False,Delphic,ambiguous,0.6685714285714285,-0.3314285714285714,0.20000000000000004,-0.1775,0.2749,17.15,1.2075,hike_standard,0.343,0.7503,0.3366,25.0,7.85,0.7868,0.4296,hawkish_surprise,7.85
2023-06-15,0.75,0.4,False,None,ambiguous,0.4681818181818182,-0.30303030303030304,0.17272727272727273,-0.28,0.1777,27.9925,0.9441,hike_standard,0.5598,0.5866,0.1455,25.0,-2.9925,0.5288,-0.1672,no_surprise,-2.9925
2023-07-27,0.75,0.5,False,None,ambiguous,0.5453125,-0.2984375,0.35625,-0.02,0.2544,24.26,0.5937,hike_standard,0.4852,0.3689,0.1048,25.0,0.74,0.1985,0.041,no_surprise,0.74
2023-09-14,0.3,0.75,False,None,ambiguous,0.3483333333333334,-0.4683333333333332,0.1816666666666667,-0.39,0.07,14.6775,0.6779,hike_standard,0.2935,0.4212,0.4129,25.0,10.3225,0.5326,0.5919,hawkish_surprise,10.3225
2023-10-26,0.35,0.8,True,Delphic,ambiguous,0.27,-0.4125,0.10500000000000001,-0.24,0.0323,9.8575,1.0116,hold,0.1971,0.6285,0.5727,0.0,-9.8575,0.5574,-0.5801,dovish_surprise,-9.8575
2023-12-14,0.55,0.5,False,None,hold,0.06935483870967743,-0.5209677419354838,0.05483870967741935,-0.15,-0.1106,0.225,0.177,hold,0.0045,0.11,0.9694,0.0,-0.225,0.0311,-0.0127,no_surprise,-0.225
2024-01-25,0.3,0.6,False,Delphic,hold,0.07419354838709677,-0.3983870967741935,0.11290322580645161,-0.09,-0.0598,0.2675,0.3953,hold,0.0054,0.2456,0.8995,0.0,-0.2675,0.1059,-0.0166,no_surprise,-0.2675
2024-03-07,-0.25,0.7,False,None,ambiguous,-0.025000000000000005,-0.45357142857142857,0.02678571428571429,0.0394,-0.1432,-1.365,0.2118,hold,-0.0273,0.1316,0.9454,0.0,1.365,0.0561,0.0825,no_surprise,1.365
2024-04-11,0.25,0.6,False,Delphic,hold,0.11805555555555555,-0.29444444444444445,0.1111111111111111,0.193,-0.0071,-4.51,0.472,hold,-0.0902,0.2933,0.8196,0.0,4.51,0.1989,0.3147,no_surprise,4.51
2024-06-06,-0.1,0.7,False,Delphic,cut,0.13448275862068967,-0.22068965517241382,0.07931034482758623,-0.415,0.0169,-24.5625,0.0881,cut_standard,-0.4913,0.0547,0.0175,-25.0,-0.4375,0.0177,,no_surprise,-0.4375
2024-07-18,0.5,0.7,False,None,ambiguous,0.21470588235294116,-0.24411764705882355,0.1735294117647059,0.07,0.0688,-4.185,0.4517,hold,-0.0837,0.2807,0.8326,0.0,4.185,0.1832,0.4152,no_surprise,4.185
2024-09-12,-0.25,0.75,False,Delphic,ambiguous,0.13285714285714284,-0.21571428571428572,0.12714285714285714,0.04,0.0271,-9.06,0.6548,hold,-0.1812,0.4069,0.6376,-25.0,-15.94,1.015,-2.5782,dovish_surprise,-15.94
2024-10-17,-0.3,0.7,False,Delphic,hold,0.17115384615384616,-0.3903846153846154,0.16538461538461538,0.1567,0.0015,-9.5025,0.9794,hold,-0.19,0.6085,0.5849,-25.0,-15.4975,1.1596,-2.2508,dovish_surprise,-25.4975
2024-12-12,0.35,0.75,False,None,ambiguous,0.026923076923076914,-0.27692307692307694,0.04615384615384616,-0.0969,-0.0604,-6.885,0.8258,hold,-0.1377,0.5131,0.6138,-25.0,-18.115,1.1062,-2.3733,dovish_surprise,-43.115
2025-01-30,0.15,0.75,False,Delphic,ambiguous,0.15499999999999997,-0.33666666666666656,0.145,0.405,0.0055,-11.645,0.8202,hold,-0.2329,0.5096,0.5772,-25.0,-13.355,0.9681,-1.5101,dovish_surprise,-13.355
2025-03-06,-0.4,0.7,False,None,ambiguous,0.10967741935483871,-0.267741935483871,0.09838709677419354,0.29,-0.0058,-8.0125,0.6272,hold,-0.1602,0.3897,0.6795,-25.0,-16.9875,1.1379,-1.8538,dovish_surprise,-16.9875
2025-04-17,-0.8,0.7,False,None,ambiguous,0.12777777777777774,-0.4472222222222222,-0.036111111111111115,0.0643,-0.0775,-23.07,0.2719,cut_standard,-0.4614,0.1689,0.0772,-25.0,-1.93,0.0803,-0.2248,no_surprise,-1.93
2025-06-05,-0.7,0.8,False,None,ambiguous,0.04772727272727273,-0.1568181818181818,0.004545454545454534,-0.156,-0.0223,-27.685,0.9453,cut_standard,-0.5537,0.5873,0.1506,-25.0,2.685,0.5253,0.3113,no_surprise,2.685
2025-07-24,-0.8,0.5,False,None,ambiguous,-0.07499999999999998,-0.22678571428571428,0.024999999999999998,-0.2129,-0.1005,-14.685,0.6778,cut_standard,-0.2937,0.4211,0.4126,0.0,14.685,0.8853,1.6641,hawkish_surprise,14.685
2025-09-11,-0.125,0.775,True,Delphic,ambiguous,0.15517241379310343,-0.12413793103448277,0.037931034482758606,0.39,0.0479,-4.075,1.1139,hold,-0.0815,0.6921,0.6021,0.0,4.075,0.5073,0.3907,no_surprise,4.075
2025-10-30,0.2,0.2,False,Delphic,hold,0.15625,-0.11874999999999998,0.04374999999999999,0.0525,0.0513,-1.1525,0.1869,hold,-0.0231,0.1161,0.9539,0.0,1.1525,0.0472,0.1089,no_surprise,1.1525
2025-12-18,0.3,0.2,False,None,ambiguous,0.084,-0.18,0.055999999999999994,0.246,-0.0008,-1.11,0.1817,hold,-0.0222,0.1129,0.9556,0.0,1.11,0.0454,0.1068,no_surprise,1.11
